ride_type,duration,start_zoneID,started_at
bike,638.0,167,2021-07-10 11:27:22
bike,787.0,167,2021-07-15 05:29:53
bike,564.0,167,2021-07-17 10:32:01
bike,169.0,167,2021-07-22 09:33:39
bike,238.0,167,2021-07-31 16:13:49
bike,184.0,167,2021-07-15 06:26:35
bike,351.0,167,2021-07-08 10:40:18
bike,166.0,167,2021-07-16 15:13:54
bike,207.0,167,2021-07-16 08:06:17
bike,17181.0,167,2021-07-07 20:39:03
bike,683.0,167,2021-07-28 18:09:37
bike,1035.0,167,2021-07-28 14:13:46
bike,285.0,167,2021-07-21 13:50:09
bike,1442.0,167,2021-07-16 16:29:59
bike,1587.0,167,2021-07-24 09:58:10
bike,217.0,167,2021-07-22 11:51:44
bike,354.0,167,2021-07-08 04:58:48
bike,300.0,167,2021-07-23 15:24:03
bike,1278.0,167,2021-07-10 13:47:36
bike,2718.0,167,2021-07-15 21:48:35
bike,1150.0,167,2021-07-20 11:51:11
bike,1181.0,167,2021-07-18 10:31:02
bike,637.0,167,2021-07-18 19:33:43
bike,750.0,167,2021-07-16 11:28:11
bike,1630.0,167,2021-07-03 17:48:39
bike,742.0,167,2021-07-31 15:59:10
bike,1349.0,167,2021-07-03 17:53:45
bike,64.0,167,2021-07-24 14:25:22
bike,383.0,167,2021-07-01 22:56:40
bike,197.0,167,2021-07-26 19:58:14
bike,265.0,167,2021-07-20 16:34:12
bike,196.0,167,2021-07-15 23:08:44
bike,968.0,167,2021-07-26 18:38:26
bike,1355.0,167,2021-07-11 13:38:31
bike,999.0,167,2021-07-24 14:27:52
bike,1737.0,167,2021-07-01 18:27:55
bike,2731.0,167,2021-07-16 15:05:07
bike,3433.0,167,2021-07-15 21:48:29
bike,726.0,167,2021-07-21 08:50:47
bike,1568.0,167,2021-07-12 09:35:40
bike,207.0,167,2021-07-30 19:28:15
bike,17244.0,167,2021-07-06 10:34:51
bike,2696.0,167,2021-07-07 06:11:34
bike,95.0,167,2021-07-31 18:10:01
bike,5230.0,167,2021-07-30 17:00:03
bike,348.0,167,2021-07-09 18:22:30
bike,821.0,167,2021-07-26 22:42:34
bike,1384.0,167,2021-07-16 19:27:42
bike,750.0,167,2021-07-29 08:48:11
bike,1119.0,167,2021-07-18 19:49:18
bike,2501.0,167,2021-07-22 17:46:05
bike,170.0,167,2021-07-28 11:31:46
bike,172.0,167,2021-07-07 08:47:41
bike,1957.0,167,2021-07-05 11:01:45
bike,3271.0,167,2021-07-11 12:48:25
bike,3885.0,167,2021-07-11 11:40:06
bike,386.0,167,2021-07-01 17:01:31
bike,506.0,167,2021-07-19 23:02:26
bike,397.0,167,2021-07-16 14:46:18
bike,241.0,167,2021-07-23 20:43:38
bike,282.0,167,2021-07-18 00:35:41
bike,226.0,167,2021-07-30 13:34:26
bike,479.0,167,2021-07-14 10:43:19
bike,232.0,167,2021-07-29 16:22:24
bike,674.0,167,2021-07-29 10:31:24
bike,866.0,167,2021-07-11 22:46:29
bike,432.0,167,2021-07-17 16:50:39
bike,18596.0,167,2021-07-26 14:54:28
bike,751.0,167,2021-07-09 16:05:10
bike,372.0,167,2021-07-30 19:25:34
bike,1792.0,167,2021-07-20 22:25:40
bike,125.0,167,2021-07-17 15:52:34
bike,761.0,167,2021-07-20 18:36:01
bike,183.0,167,2021-07-14 08:45:29
bike,297.0,167,2021-07-10 20:50:49
bike,2737.0,167,2021-07-04 16:59:08
bike,13055.0,167,2021-07-18 18:27:24
bike,162.0,167,2021-07-18 09:42:52
bike,437.0,167,2021-07-20 11:07:24
bike,470.0,167,2021-07-22 11:17:38
bike,301.0,167,2021-07-16 11:10:05
bike,516.0,167,2021-07-22 18:35:39
bike,1877.0,167,2021-07-19 21:06:28
bike,1200.0,167,2021-07-18 09:33:19
bike,1388.0,167,2021-07-19 23:13:11
bike,498.0,167,2021-07-15 17:44:39
bike,555.0,167,2021-07-20 08:49:23
bike,1039.0,167,2021-07-09 16:13:09
bike,1851.0,167,2021-07-19 19:20:23
bike,60.0,167,2021-07-07 20:34:22
bike,45.0,167,2021-07-07 19:44:06
bike,14851.0,167,2021-07-16 21:15:46
bike,935.0,167,2021-07-22 02:34:59
bike,27.0,167,2021-07-23 15:23:03
bike,87.0,167,2021-07-07 17:15:54
bike,1.0,167,2021-07-07 17:15:10
bike,53.0,167,2021-07-11 13:12:06
bike,1.0,167,2021-07-08 02:43:53
bike,49.0,167,2021-07-11 15:59:11
bike,2537.0,167,2021-07-12 15:32:37
bike,6787.0,167,2021-07-18 19:39:50
bike,2274.0,167,2021-07-22 17:52:08
bike,489.0,167,2021-07-31 15:19:30
bike,1165.0,167,2021-07-12 10:33:01
bike,637.0,167,2021-07-31 14:20:58
bike,5880.0,167,2021-07-30 19:31:51
bike,155.0,167,2021-07-24 06:39:32
bike,910.0,167,2021-07-25 18:54:10
bike,195.0,167,2021-07-24 14:01:05
bike,406.0,167,2021-07-27 19:45:39
bike,625.0,167,2021-07-27 19:44:45
bike,1938.0,167,2021-07-20 22:45:59
bike,246.0,167,2021-07-29 16:20:30
bike,145.0,167,2021-07-10 13:49:59
bike,553.0,167,2021-07-14 13:23:57
bike,453.0,167,2021-07-12 15:42:51
bike,315.0,167,2021-07-20 13:33:15
bike,630.0,167,2021-07-29 09:59:54
bike,655.0,167,2021-07-26 12:03:00
bike,337.0,167,2021-07-17 06:03:28
bike,1053.0,167,2021-07-13 15:05:40
bike,511.0,167,2021-07-27 18:17:13
bike,429.0,167,2021-07-15 06:05:25
bike,745.0,167,2021-07-16 16:37:30
bike,1330.0,167,2021-07-12 17:08:16
bike,873.0,167,2021-07-19 11:18:44
bike,306.0,167,2021-07-10 18:39:07
bike,235.0,167,2021-07-12 02:24:18
bike,4769.0,167,2021-07-12 00:59:55
bike,778.0,167,2021-07-11 22:36:31
bike,1297.0,167,2021-07-01 11:07:19
bike,42.0,167,2021-07-01 11:06:04
bike,2582.0,167,2021-07-14 01:34:05
bike,2.0,167,2021-07-20 23:03:51
bike,4804.0,167,2021-07-10 13:39:07
bike,1064.0,167,2021-07-07 17:05:50
bike,121.0,167,2021-07-05 14:16:38
bike,1036.0,167,2021-07-18 20:34:05
bike,1909.0,167,2021-07-29 07:34:38
bike,1394.0,167,2021-07-04 13:51:08
bike,1390.0,167,2021-07-22 12:01:24
bike,360.0,167,2021-07-15 22:16:40
bike,150.0,167,2021-07-19 06:52:17
bike,2358.0,167,2021-07-02 09:02:55
bike,491.0,167,2021-07-01 04:11:49
bike,1310.0,167,2021-07-09 16:00:58
bike,503.0,167,2021-07-19 17:15:43
bike,270.0,167,2021-07-15 16:30:45
bike,1746.0,167,2021-07-10 11:14:34
bike,303.0,167,2021-07-28 13:09:04
bike,694.0,167,2021-07-09 21:49:52
bike,258.0,167,2021-07-22 13:36:51
bike,1045.0,167,2021-07-06 13:07:52
bike,1459.0,167,2021-07-17 06:29:49
bike,1751.0,167,2021-07-06 06:36:24
bike,1636.0,167,2021-07-10 06:21:06
bike,1289.0,167,2021-07-23 06:40:39
bike,1486.0,167,2021-07-16 09:24:08
bike,788.0,167,2021-07-26 05:51:05
bike,10308.0,167,2021-07-24 18:48:59
bike,39.0,167,2021-07-31 10:02:45
bike,197.0,167,2021-07-31 20:00:07
bike,572.0,167,2021-07-15 19:08:36
bike,85.0,167,2021-07-07 19:55:09
bike,5.0,167,2021-07-07 19:54:36
bike,614.0,167,2021-07-14 17:28:04
bike,624.0,167,2021-07-12 13:10:31
bike,500.0,167,2021-07-08 02:44:16
bike,76.0,167,2021-07-08 14:30:28
bike,1133.0,167,2021-07-31 18:34:32
bike,2296.0,167,2021-07-20 19:08:06
bike,1116.0,167,2021-07-31 18:34:19
bike,1211.0,167,2021-07-20 14:37:04
bike,118.0,167,2021-07-27 18:31:49
bike,82.0,167,2021-07-31 13:28:56
bike,1882.0,167,2021-07-07 19:49:07
bike,1285.0,167,2021-07-24 18:51:45
bike,429.0,167,2021-07-16 15:09:03
bike,56.0,167,2021-07-17 09:57:27
bike,543.0,167,2021-07-10 12:34:38
bike,1276.0,167,2021-07-27 18:45:19
bike,1478.0,167,2021-07-26 11:43:08
bike,450.0,167,2021-07-27 20:45:56
bike,496.0,167,2021-07-31 19:08:18
bike,5029.0,167,2021-07-11 16:00:26
bike,5446.0,167,2021-07-23 16:07:31
bike,1331.0,167,2021-07-10 20:08:52
bike,805.0,167,2021-07-11 17:03:25
bike,1341.0,167,2021-07-18 13:36:12
bike,1436.0,167,2021-07-18 11:08:11
bike,494.0,167,2021-07-15 12:12:57
bike,855.0,167,2021-07-30 08:10:25
bike,772.0,167,2021-07-16 16:22:13
bike,384.0,167,2021-07-16 12:42:01
bike,289.0,167,2021-07-04 00:04:17
bike,1399.0,167,2021-07-12 00:55:55
bike,205.0,167,2021-07-12 14:48:23
bike,137.0,167,2021-07-25 16:25:46
bike,78.0,167,2021-07-10 20:46:27
bike,4278.0,167,2021-07-31 18:32:52
bike,346.0,167,2021-07-24 11:08:53
bike,225.0,167,2021-07-11 02:58:53
bike,511.0,167,2021-07-11 22:00:40
bike,92.0,167,2021-07-12 14:13:43
bike,4219.0,167,2021-07-31 18:33:01
bike,47.0,167,2021-07-09 18:18:45
bike,1345.0,167,2021-07-02 16:27:43
bike,177.0,167,2021-07-10 20:00:49
bike,1202.0,167,2021-07-19 16:25:41
bike,1008.0,167,2021-07-14 16:30:29
bike,1148.0,167,2021-07-12 16:25:42
bike,2463.0,167,2021-07-13 15:47:06
bike,2819.0,167,2021-07-06 15:36:48
bike,2388.0,167,2021-07-12 15:49:13
bike,2387.0,167,2021-07-14 15:49:50
bike,2350.0,167,2021-07-15 16:14:20
bike,328.0,167,2021-07-06 16:45:08
bike,4778.0,167,2021-07-20 13:06:26
bike,1496.0,167,2021-07-14 17:26:00
bike,1448.0,167,2021-07-22 17:00:28
bike,385.0,167,2021-07-11 17:03:11
bike,2240.0,167,2021-07-25 20:32:07
bike,912.0,167,2021-07-30 18:01:54
bike,401.0,167,2021-07-12 18:22:44
bike,416.0,167,2021-07-19 19:18:10
bike,205.0,167,2021-07-31 15:19:46
bike,1124.0,167,2021-07-18 19:49:02
bike,1486.0,167,2021-07-13 16:19:54
bike,1601.0,167,2021-07-23 10:34:57
bike,574.0,167,2021-07-14 20:19:23
bike,2078.0,167,2021-07-22 10:49:46
bike,151.0,167,2021-07-17 07:59:31
bike,414.0,167,2021-07-27 21:45:35
bike,232.0,167,2021-07-07 20:07:46
bike,292.0,167,2021-07-07 20:06:46
bike,254.0,167,2021-07-10 09:50:52
bike,347.0,167,2021-07-27 14:05:05
bike,138.0,167,2021-07-11 14:08:43
bike,448.0,167,2021-07-27 18:08:55
bike,1714.0,167,2021-07-17 15:33:47
bike,1813.0,167,2021-07-29 07:19:59
bike,328.0,167,2021-07-30 20:43:25
bike,2255.0,167,2021-07-19 14:57:09
bike,71.0,167,2021-07-23 19:05:22
bike,85.0,167,2021-07-25 16:36:31
bike,2388.0,167,2021-07-25 10:39:01
bike,3521.0,167,2021-07-23 18:31:37
bike,9803.0,167,2021-07-12 16:10:26
bike,224.0,167,2021-07-22 17:21:20
bike,252.0,167,2021-07-03 15:31:51
bike,1717.0,167,2021-07-29 14:33:24
bike,980.0,167,2021-07-22 14:23:36
bike,300.0,167,2021-07-24 14:45:35
bike,396.0,167,2021-07-26 19:19:10
bike,4570.0,167,2021-07-26 22:50:58
bike,664.0,167,2021-07-14 02:30:17
bike,712.0,167,2021-07-19 14:47:38
bike,226.0,167,2021-07-27 14:16:18
bike,335.0,167,2021-07-21 10:57:53
bike,373.0,167,2021-07-08 09:12:44
bike,1091.0,167,2021-07-29 15:02:47
bike,1043.0,167,2021-07-23 05:38:17
bike,1184.0,167,2021-07-17 13:35:23
bike,684.0,167,2021-07-06 11:15:53
bike,1913.0,167,2021-07-26 15:00:55
bike,684.0,167,2021-07-29 13:33:11
bike,24865.0,167,2021-07-24 17:25:01
bike,871.0,167,2021-07-30 17:22:52
bike,1479.0,167,2021-07-10 20:12:02
bike,306.0,167,2021-07-11 04:39:56
bike,292.0,167,2021-07-30 09:38:56
bike,2240.0,167,2021-07-27 16:05:31
bike,1516.0,167,2021-07-10 20:12:16
bike,1518.0,167,2021-07-10 20:11:55
bike,331.0,167,2021-07-21 14:02:06
bike,363.0,167,2021-07-21 15:11:07
bike,727.0,167,2021-07-16 10:34:19
bike,991.0,167,2021-07-20 22:33:42
bike,988.0,167,2021-07-09 11:59:47
bike,224.0,167,2021-07-01 06:50:28
bike,759.0,167,2021-07-04 01:12:43
bike,1429.0,167,2021-07-18 19:09:01
bike,610.0,167,2021-07-23 23:44:37
bike,392.0,167,2021-07-29 09:48:35
bike,434.0,167,2021-07-28 00:04:31
bike,622.0,167,2021-07-20 22:40:00
bike,2774.0,167,2021-07-22 18:25:47
bike,382.0,167,2021-07-24 04:00:19
bike,3317.0,167,2021-07-26 15:32:47
bike,202.0,167,2021-07-20 10:10:35
bike,926.0,167,2021-07-19 14:49:38
bike,3362.0,167,2021-07-05 13:06:52
bike,825.0,167,2021-07-23 06:11:39
bike,526.0,167,2021-07-22 06:09:45
bike,516.0,167,2021-07-20 06:06:00
bike,663.0,167,2021-07-27 06:12:52
bike,179.0,167,2021-07-28 11:26:12
bike,176.0,167,2021-07-27 11:48:26
bike,927.0,167,2021-07-30 13:37:55
bike,1395.0,167,2021-07-06 20:01:57
bike,586.0,167,2021-07-07 01:41:27
bike,4358.0,167,2021-07-05 17:33:44
bike,408.0,167,2021-07-13 20:32:32
bike,1069.0,167,2021-07-26 20:47:40
bike,563.0,167,2021-07-07 01:41:36
bike,838.0,167,2021-07-19 11:20:20
bike,776.0,167,2021-07-09 20:26:34
bike,315.0,167,2021-07-10 18:39:32
bike,4221.0,167,2021-07-02 13:13:58
bike,455.0,167,2021-07-25 17:24:42
bike,1452.0,167,2021-07-22 13:36:20
bike,1103.0,167,2021-07-28 17:38:15
bike,2103.0,167,2021-07-02 12:48:23
bike,1047.0,167,2021-07-22 19:19:47
bike,999.0,167,2021-07-22 19:20:18
bike,486.0,167,2021-07-09 15:40:58
bike,391.0,167,2021-07-07 14:57:04
bike,384.0,167,2021-07-16 14:51:40
bike,511.0,167,2021-07-21 15:01:40
bike,461.0,167,2021-07-06 14:52:10
bike,456.0,167,2021-07-13 14:37:34
bike,1059.0,167,2021-07-15 22:19:28
bike,881.0,167,2021-07-12 17:44:12
bike,834.0,167,2021-07-13 10:39:11
bike,372.0,167,2021-07-14 22:30:52
bike,1342.0,167,2021-07-09 18:15:07
bike,128.0,167,2021-07-20 13:59:31
bike,131.0,167,2021-07-27 12:10:02
bike,271.0,167,2021-07-28 12:02:03
bike,648.0,167,2021-07-10 17:32:34
bike,685.0,167,2021-07-23 15:52:35
bike,184.0,167,2021-07-30 13:53:10
bike,339.0,167,2021-07-25 16:03:32
bike,4140.0,167,2021-07-18 16:24:58
bike,1789.0,167,2021-07-16 07:43:35
bike,47.0,167,2021-07-02 09:29:24
bike,458.0,167,2021-07-26 16:04:19
bike,149.0,167,2021-07-10 15:47:10
bike,696.0,167,2021-07-08 23:02:40
bike,71.0,167,2021-07-06 16:07:32
bike,99.0,167,2021-07-27 09:00:14
bike,805.0,167,2021-07-18 08:46:24
bike,915.0,167,2021-07-26 18:33:17
bike,476.0,167,2021-07-16 22:39:07
bike,601.0,167,2021-07-19 11:41:12
bike,517.0,167,2021-07-17 16:09:06
bike,1022.0,167,2021-07-05 01:45:20
bike,1047.0,167,2021-07-31 06:05:59
bike,1633.0,167,2021-07-19 06:54:24
bike,703.0,167,2021-07-28 15:33:40
bike,4525.0,167,2021-07-16 03:25:49
bike,2805.0,167,2021-07-23 17:34:54
bike,715.0,167,2021-07-27 19:08:26
bike,451.0,167,2021-07-02 16:08:16
bike,1014.0,167,2021-07-10 21:12:39
bike,487.0,167,2021-07-24 14:14:26
bike,433.0,167,2021-07-29 00:53:30
bike,1676.0,167,2021-07-15 18:33:39
bike,471.0,167,2021-07-21 16:33:39
bike,671.0,167,2021-07-03 10:14:26
bike,675.0,167,2021-07-11 21:24:40
bike,314.0,167,2021-07-26 23:13:51
bike,399.0,167,2021-07-30 15:21:46
bike,6614.0,167,2021-07-06 05:25:43
bike,384.0,167,2021-07-27 11:25:10
bike,599.0,167,2021-07-20 18:05:20
bike,464.0,167,2021-07-27 11:23:50
bike,470.0,167,2021-07-26 22:33:53
bike,691.0,167,2021-07-12 17:00:48
bike,441.0,167,2021-07-16 14:33:45
bike,175.0,167,2021-07-20 21:52:58
bike,276.0,167,2021-07-30 12:10:03
bike,1057.0,167,2021-07-19 18:26:56
bike,1115.0,167,2021-07-20 18:13:08
bike,220.0,167,2021-07-22 14:18:19
bike,170.0,167,2021-07-08 13:20:51
bike,386.0,167,2021-07-09 17:27:40
bike,1447.0,167,2021-07-07 05:26:37
bike,1334.0,167,2021-07-14 07:40:08
bike,1259.0,167,2021-07-13 06:32:39
bike,1268.0,167,2021-07-16 09:03:26
bike,1062.0,167,2021-07-07 10:00:45
bike,3258.0,167,2021-07-11 21:02:07
bike,504.0,167,2021-07-23 13:11:49
bike,745.0,167,2021-07-28 12:08:45
bike,1842.0,167,2021-07-13 12:11:18
bike,591.0,167,2021-07-12 20:32:36
bike,258.0,167,2021-07-04 23:56:03
bike,285.0,167,2021-07-25 00:11:14
bike,513.0,167,2021-07-24 15:04:35
bike,259.0,167,2021-07-11 00:14:08
bike,292.0,167,2021-07-10 00:15:39
bike,245.0,167,2021-07-19 00:21:26
bike,476.0,167,2021-07-28 14:09:30
bike,737.0,167,2021-07-03 16:16:33
bike,317.0,167,2021-07-01 21:19:41
bike,395.0,167,2021-07-12 14:19:51
bike,596.0,167,2021-07-13 23:37:58
bike,633.0,167,2021-07-17 20:20:47
bike,1884.0,167,2021-07-19 21:06:16
bike,368.0,167,2021-07-18 12:40:25
bike,1147.0,167,2021-07-18 21:56:04
bike,406.0,167,2021-07-16 17:53:43
bike,308.0,167,2021-07-19 20:18:15
bike,1100.0,167,2021-07-21 19:33:26
bike,193.0,167,2021-07-18 00:55:36
bike,399.0,167,2021-07-23 21:39:47
bike,630.0,167,2021-07-20 13:22:34
bike,719.0,167,2021-07-30 17:21:42
bike,857.0,167,2021-07-08 16:48:58
bike,457.0,167,2021-07-16 06:04:39
bike,799.0,167,2021-07-26 15:43:47
bike,1564.0,167,2021-07-18 21:48:32
bike,343.0,167,2021-07-03 22:38:16
bike,359.0,167,2021-07-30 20:45:51
bike,210.0,167,2021-07-29 07:12:12
bike,659.0,167,2021-07-25 08:44:43
bike,838.0,167,2021-07-12 20:09:10
bike,197.0,167,2021-07-26 07:04:46
bike,389.0,167,2021-07-19 17:47:09
bike,183.0,167,2021-07-29 20:24:49
bike,364.0,167,2021-07-30 11:22:22
bike,838.0,167,2021-07-24 11:24:46
bike,610.0,167,2021-07-15 11:20:45
bike,273.0,167,2021-07-13 16:06:34
bike,426.0,167,2021-07-15 13:15:48
bike,659.0,167,2021-07-08 02:02:16
bike,250.0,167,2021-07-22 02:25:49
bike,614.0,167,2021-07-19 12:04:42
bike,365.0,167,2021-07-04 23:22:18
bike,4049.0,167,2021-07-25 14:40:42
bike,1425.0,167,2021-07-31 10:04:04
bike,624.0,167,2021-07-10 19:30:05
bike,942.0,167,2021-07-23 21:44:39
bike,540.0,167,2021-07-13 19:49:05
bike,326.0,167,2021-07-09 20:24:08
bike,334.0,167,2021-07-10 22:31:25
bike,2459.0,167,2021-07-08 21:47:24
bike,12780.0,167,2021-07-12 13:00:30
bike,363.0,167,2021-07-16 06:26:35
bike,755.0,167,2021-07-16 21:46:29
bike,6329.0,167,2021-07-13 16:09:45
bike,392.0,167,2021-07-03 05:30:44
bike,403.0,167,2021-07-14 18:32:45
bike,1762.0,167,2021-07-06 16:09:07
bike,1044.0,167,2021-07-09 20:34:07
bike,257.0,167,2021-07-25 21:26:54
bike,2985.0,167,2021-07-27 19:50:16
bike,444.0,167,2021-07-16 13:58:38
bike,5884.0,167,2021-07-06 13:03:35
bike,456.0,167,2021-07-22 16:27:41
bike,372.0,167,2021-07-27 23:52:26
bike,110.0,167,2021-07-29 16:18:26
bike,330.0,167,2021-07-26 22:51:48
bike,422.0,167,2021-07-04 16:55:02
bike,488.0,167,2021-07-29 12:28:53
bike,513.0,167,2021-07-29 12:27:38
bike,445.0,167,2021-07-21 06:48:11
bike,2600.0,167,2021-07-20 21:05:47
bike,429.0,167,2021-07-15 07:59:03
bike,1414.0,167,2021-07-13 21:31:13
bike,1099.0,167,2021-07-06 21:14:47
bike,721.0,167,2021-07-04 19:14:42
bike,1155.0,167,2021-07-10 14:46:43
bike,1587.0,167,2021-07-23 11:27:02
bike,823.0,167,2021-07-05 22:38:08
bike,803.0,167,2021-07-21 01:30:13
bike,876.0,167,2021-07-20 01:13:12
bike,2393.0,167,2021-07-15 10:34:36
bike,1120.0,167,2021-07-09 00:09:23
bike,1396.0,167,2021-07-15 00:15:53
bike,778.0,167,2021-07-22 01:53:11
bike,1002.0,167,2021-07-16 23:57:40
bike,528.0,167,2021-07-15 15:30:00
bike,1858.0,167,2021-07-10 14:34:04
bike,970.0,167,2021-07-19 19:58:27
bike,930.0,167,2021-07-20 18:24:21
bike,1133.0,167,2021-07-18 20:25:02
bike,5530.0,167,2021-07-06 16:15:45
bike,1557.0,167,2021-07-16 23:42:24
bike,1612.0,167,2021-07-16 23:41:19
bike,1676.0,167,2021-07-15 01:03:00
bike,630.0,167,2021-07-21 08:43:14
bike,1037.0,167,2021-07-18 03:49:44
bike,1299.0,167,2021-07-17 16:30:36
bike,270.0,167,2021-07-08 13:31:09
bike,318.0,167,2021-07-05 20:44:51
bike,641.0,167,2021-07-20 23:31:38
bike,3799.0,167,2021-07-30 02:21:51
bike,1196.0,167,2021-07-25 20:05:00
bike,458.0,167,2021-07-16 22:08:03
bike,1371.0,167,2021-07-07 17:20:55
bike,500.0,167,2021-07-02 09:46:18
bike,319.0,167,2021-07-20 11:22:20
bike,1373.0,167,2021-07-21 20:03:50
bike,201.0,167,2021-07-19 18:33:44
bike,841.0,167,2021-07-03 23:34:43
bike,2774.0,167,2021-07-30 13:52:01
bike,1001.0,167,2021-07-01 06:14:17
bike,627.0,167,2021-07-19 06:13:37
bike,630.0,167,2021-07-24 20:28:56
bike,962.0,167,2021-07-03 19:40:04
bike,1530.0,167,2021-07-20 15:56:06
bike,396.0,167,2021-07-24 22:56:56
bike,1223.0,167,2021-07-04 20:37:52
bike,213.0,167,2021-07-10 00:16:00
bike,446.0,167,2021-07-13 15:36:31
bike,1914.0,167,2021-07-16 16:35:52
bike,496.0,167,2021-07-16 00:36:58
bike,743.0,167,2021-07-25 16:02:53
bike,2089.0,167,2021-07-14 15:38:06
bike,813.0,167,2021-07-22 11:56:57
bike,750.0,167,2021-07-20 15:45:20
bike,905.0,167,2021-07-10 10:14:50
bike,315.0,167,2021-07-10 15:18:24
bike,477.0,167,2021-07-26 17:16:39
bike,846.0,167,2021-07-20 11:05:06
bike,619.0,167,2021-07-14 10:55:07
bike,342.0,167,2021-07-28 17:28:25
bike,474.0,167,2021-07-15 17:12:20
bike,2692.0,167,2021-07-19 19:04:32
bike,517.0,167,2021-07-27 17:12:19
bike,272.0,167,2021-07-06 23:58:07
bike,1427.0,167,2021-07-19 21:26:29
bike,233.0,167,2021-07-28 07:18:57
bike,233.0,167,2021-07-09 21:56:37
bike,769.0,167,2021-07-01 22:19:26
bike,2273.0,167,2021-07-26 18:52:54
bike,207.0,167,2021-07-27 15:56:46
bike,4313.0,167,2021-07-14 12:42:14
bike,2182.0,167,2021-07-23 16:55:44
bike,3140.0,167,2021-07-16 18:01:31
bike,368.0,167,2021-07-03 11:49:52
bike,1814.0,167,2021-07-01 02:30:32
bike,1919.0,167,2021-07-26 16:28:11
bike,396.0,167,2021-07-15 17:33:54
bike,542.0,167,2021-07-29 15:41:08
bike,703.0,167,2021-07-29 16:37:55
bike,361.0,167,2021-07-13 18:41:07
bike,1607.0,167,2021-07-17 14:21:52
bike,2405.0,167,2021-07-02 13:08:17
bike,1003.0,167,2021-07-31 16:58:25
bike,799.0,167,2021-07-23 02:57:55
bike,688.0,167,2021-07-15 15:00:56
bike,1462.0,167,2021-07-04 19:46:08
bike,280.0,167,2021-07-20 14:44:18
bike,1320.0,167,2021-07-21 16:41:03
bike,122.0,167,2021-07-19 09:22:26
bike,233.0,167,2021-07-16 12:49:55
bike,191.0,167,2021-07-03 11:44:16
bike,536.0,167,2021-07-10 02:00:31
bike,208.0,167,2021-07-31 17:53:16
bike,286.0,167,2021-07-20 14:44:15
bike,2305.0,167,2021-07-07 19:42:44
bike,45.0,167,2021-07-15 21:32:22
bike,240.0,167,2021-07-01 12:51:22
bike,93.0,167,2021-07-03 11:54:53
bike,4524.0,167,2021-07-03 23:33:57
bike,62.0,167,2021-07-18 11:20:22
